content,score
"""The best game"" buat yg bilang mirip banget sama utopia salah besar kalo lu baru main dari level 1-30 emang terlihat mirip tapi jika kamu sudah memasuki level 30 ke atas baru kamu merasakan sekali game murni penggabungan antara durango wild land dan ARK mobile",5
"percaya lah, ini game terlalu perfect",5
Good,5
Kren,5
Seru bgt klo gabut main ini,5
Fix game ny harus update,5
Spek sudah lumayan ram 4 cuma tidak konvitabel sama device nya gue pleas lah.. kasih kemudahan biar biasa di download dan di instal..,1
Game ini sangat bagus,5
Wow,5
kalo ada bahasa indonesia nanti ku kasih 5*,3
Tete nahatebisanga dunloal,3
"Tolong lah GB nya jangan besar2 jangan sampai 3,9GB",1
Gasssskeun bebas dari para bocil,5
"Gamenya bagus, tapi kalo buat HP vivo kentang ram 2 agak gimana gitu tiba tiba freeze trs tidak bisa di kembali mantap, HP vivo kentang ram 2 coba di Download dulu trs grafik rata kiri dulu ntar kalo freeze gabisa di kembali ya sudahlah itu nasibmu. Salam HP kentang",5
nice,5
Hp kalian kalo kgk kuat main jgn main lah tolol,5
Heba🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳,5
Semoga kedepannya 👍👍,5
semoga aja ada versi sub indonesia,5
Jelek,1
keren... hpbkentang ga bisa main wkwkwk,5
Mantap game nya,5
"PERINGATAN KERAS BAGI USER XIAOMI! Jangan aktifkan mode pengembang ketika memainkan game. Membuat menu login menghilang dan gameplay terganggu. Game ini lebih ringan daripada dugaan saya. Map seluas itu. Nb: this game runs well on low end device minimum requirements, but lags when creating characters. please development team, fix it in the character menu section to make it more comfortable for all types of android. 5 stars because I enjoy your game.",5
semoga bisa jadi pengganti durango,5
"Adik"" nya tidak ramah wkwkw",5
Game nya keren,5
Game yang aku cari,5
Nice games,5
"Hp aku tiba2 mati otomatis, hps aja dah dr pada hp aku rusak.",1
Hmm terlalu banyak buang waktu.cocoknya buat anak manja/pengangguran...,1
Cici Paramida Wulan Sari kurma dan Facebook,5
"Dear developer ,I had a bad experience in this game, I can't chat with other people at all, how do I communicate? Am I going to be silent forever? How ? Please once I already Making in-game payments, I really hate it if you don't fix it.",1
Still download game but i trust this game is good 👍,5
Play store bug donwload habisin psketan ku,1
Aku butuh bahasa indonesia 😭,3
"Owalah anj anj banyak bocil hp kentang nyoba main game berat, goblog kalo hp kentang jan main su, hp flexif rata kanan baru kerasa feeling main nya, bocah bocah ga ngktak",5
Sangat rekomendasi dimainkan,5
"Sementara aku kasih 1 bintang dulu, kalo udh bisa didownload baru diganti, udh setengah jalan malah error 😆😆",1
"Anjg 3,8 gb",5
Battle style nya masi kaku,3
"Masih banyak bug saat mengambukan hewan peliharaan, contohnya kepala tidak muncul jadi agak aneh bentuknya. Tolong segera diperbaiki",5
keren,5
Endak bisa bahasa Inggris,1
Tolong update berikutnya diberi bahasa Indonesia game ok,5
Keren dah,5
Nice,5
i do preregister since a month ago but when chimeraland released i cant joined to first server because to fast going busy stat server,1
"sorry,,, my home in game destroyed,,, how to build it again?",3
Best survival game's,5
Tambahkan fitur berbagi item dengan kawan (trade),5
Ok,5
Bagus banget asliiii fantasynya kerasa banget!!!,5
Mantaap,5
Apakah sudah release??,1
Orang yg cepat bosan.. jgn download deh. Lama anjir main nya gaje.. pake bangun2 property.. zz,1
Sepertinya menarik,5
Server 102 gyS,5
"Game bagus dan support sama HP ram 4gb. Game paling bebas menurutku. Bagi yang komplain dan kasih bintang 1, Sebaiknya mencari info terlebih dahulu sebelum menilai. Diawal masalah server karena emang baru dibuka dan belum update lagi. Biasakan membaca pengumuman atau gabung ke discord agar tidak ketinggalan info dalam game",5
"Bad grapic, max setting alraedy, but grapic still bad.., to much menu, so confusing for me.., I give u 1 star cause 3.6gb + 1.8gb update inside, but grapic still bad.. sory I'm uninstall your game on my device..",1
"Sejauh ini gamenya bagus dan seru cuman 1 kendala yaitu Banyak memakan data INTERNET!!!, HAMPIR 500MB hanya main ini game, sumpah",3
Asyik.,5
"good The map is very wide, many animals can fish, very fun",5
"Game nya seru sih tapi perlu di optimalisasi kan Karena lumayan lag, dan servernya juga menjadi penyebab yg bikin lumayan risih karena saat hit musuh selalu delay juga",5
Bingung aku mainnya.. gak ada bahasa indonesianya,1
Udah 70 % download .. ulang lagi dong dari awal .. INDIHOME LOH ini .. gimana klo yg ple KUOTA ??? FIX dulu dah .. kasian yg download pke kuota,1
bagus kok,3
Please make the system in this game like in the YGGDRASIL game belonging to the anime manga overlord,5
iya sama aku bosan😑😑😑😑😑😑 servir???????????????????????? Tidak tahu ya kan,5
Good,5
Kok Stuck di enter . edit Stuck pas masukin akun,1
"Gamenya bagus, di redmi note 9pro lancar aja, cuman HP jadi boros baterai + panas. Uninstall deh Gameplay masih bagusan UTOPIA",3
Game macam apa ini awal rilis dah berat mana burik lagi gw dah pakek rata kanan jujur aja kalau gak burik gw yakin bagus ini,1
Dicoba dlu!,5
Best Grapich MMORPG,5
Lag bro . Pliss,3
Lesgooo,5
Gabut aja,1
Wellcome to ark rpg bois,5
BUTUH BAHASA INDONESIA,5
";,)game berapa GB gua mau download malah 3 GB jangan rilis lah Cok😭😭😭😭😭😭🍉😓",1
"Server 3, South faction. Rame indo",3
Realme 8i ga sanggup bahkan di setting paling rendah(custom),5
"Gamenya bagus tapi sayang ini game bukan untuk hp kentang ya,",5
Three times FAIL after 40% downloading. I am done.,1
Cool,5
nice,5
"aku dapet hadiah,yess",5
Ini dia game yang ditunggu tunggu,5
keren,1
bad,1
Engga seru. Gak tau gw game apa ini,1
Dah seneng rilis ehhh malah 3 GB :'(,1
"Blum coba, tapi berharap semoga bagus :) semangat tim developernya",5
Sub indonesia pleas. Biar tau harus kemana kemana nya,3
"Gamenya bagus gue suka dari segi gameplay, cuma sedikit saran untuk penggunaan weapon panahannya tolong sedikit diperhalus karena masih agak kaku dan untuk animasi gerakannya juga diperhalus animasinya terimakasih",5
"Keren parah gameplay mirip game fhorn0 sebelah tapi multiplayer kompetitif keknya baru tutorial gw ada fitur clan soalnya tapi lebih realistis grafis kyk desert mobile, selagi awal rilis game masih ringan device gw redmi 6a",5
"nice game , i like this game......😃😃😃",5
Great,5
Please i want play on pc with google account .. arghhh .. please fix ...,3
Manyap,5
Cobaan duluu mayan sih bnyk fiturr,5
Set rata kanan tpi masih buriq,1
when I've been waiting 2 days the image never appears,1
Keren,5
"Current environment unsafe, how to fix it?",1
Wowie!!!!,5
Gw gak sabar nunggu terus hadah cape pas dah kedonwload lama lagi aku gak sabar jadinya kalo gw nonton dulu bakal sabar jadinya yh yang kamu lakukan kalo jangan lupa klik nanti kalo dah beres donwload terus dah kelewatan yang lama terus klik di bawah terus pilih Goggel yah GG terus dah mulai pencet yang ada Bella terus pencet di kanan Kalo gak ada di kiri lah,5
good👍👍,5
Gak bagus nyesel aku istal😒😒😒😒🤬🤬🤬🤬,1
"Konsepnya udah bagus tapi UI nya bener"" bikin sakit mata",1
It is good!,5
Nice game,5
Keren,5
Uu,5
Good,5
Awesome,5
Nice game,5
GG,5
Pemainan bagus,5
good job,5
Mantap ajib,5
rpg terbaik yang pernah dimainin,5
Good game,5
I'm loved this game,5
Kok Gambarnya HitamSemua cuma Tombolnya Doang Gimana Sih Fix Dong,5
"Sumpah kagak ngerti gw,tp indah map nya 👍",5
semoga hp kentangku kuat,5
Bagus sih,5
Bagus,5
Ini game online kahh jadi penasaran,5
I like this game chimeraland like a ark survival,5
Game rpg terbaik saat ini,5
Game bagus sih cuman di hp kentang ku ga recommended soalnya grapik sama karakter pecah pecah wkwkw,5
LAWAK aja.. Buat Game Ukuran 6 G. Grafik nya Jadul Kuno amat.. Mengecewakan...,1
"Ya gamenya bagus, cocok buat yg suka game survival...tpi gw unistall sih krna ga cocok sama game kyk gini, mlh suka dananin doang 😂 sekian",5
Anjayyy bagus bett dahh.Bikin lupa waktu bett njirrr .Tingkatkan terus 🔥🔥💫👍👍👍👍,5
Game paling bagus,5
Semoga bisa berjalan maksimal di hp mid low ram,5
Good,5
mantap,5
"Udh download gamenya tapi gabisa masuk server katanya dibuka tgl 6 jam 6, kenapa gabisa masuk? Tolong bantuan nya",5
"Bagus & keren bisa setting high atau bisa di bilang dapet settingan high 60 fps default otomatis ,& ultra manual di infinix hot 10s ram 4/64 g85 msh ada bug sedikit tolong dibenahi",5
"Test snapdragon 625 Ram 4gb lancar kok tapi gambar burik bisa sampai 40fps lebih pakai stingan standar sama shadow di matikan, buat yg mau instal ya instal aja full size 6gb bagus kok",5
Bintang 3 dlu,3
Mntep,5
Kok gak bisa,1
plise don't stop chess rush 😭😭😭😭,5
Dancok,5
Seru game nya 😁 saya cuma bisa main sebentar soal nya hp ku kentang dc terus tapi seru kok,5
Nice,5
Tambah bahasa Indonesia dong🗿,5
Game bagus 😁,5
"Grafis burik, gameplay kaku, secara overall masih kurg optimal, mirip epep versi RPG",1
saya suka tiktok karena memberikan perlindungan aktif berupa tambahan garam dan penyedap rasa mengaplikasikan kepada inti bumi dan satelit kenapa ada pasir kenapa ada pintu begitulah selama masa pandemi menggulirkan bulir jeruk yang diperas dari susu alami saya suka pepsodent,5
Bgst malah download ulang dah lah kouta malam w gak bisa kepake harus jam 01.00 lagi,1
"yang ngasih ulasan bintang 1 coba di cek lagi pas udh registrasi lewat email, disitukan ada bacaan rilis server tanggal 6 jm 6 pagi, dimohon sabar aja kasian yang udh bikin game bagus di kasih ulasan kecil dimohon sabar aja🙏",5
nih b5 biar devnya semangat,5
"Bad game ,",1
Ready to fight tomoroow,5
Good game,5
"Good game, goodjob developer, thanks stabilkan lagi dan adain event yg menarik semoga sukses",5
Ok kita coba dulu liat besok bagus ga game nya 3 dulu ye asal jangan banyak download data dalam soalnya hp saya ram 2 ;(,3
Ga sabar nunggu open server,5
Jadi tempat reuni player dur*ngo nih 😁semoga sesuai harapan dan sukses move on .. Thanks dev 😍,5
Coba dlu klok bagus entar aku kasi bintang 10 klok itu pun klok bisa wkwkw,3
Shehhee,5
Nice,5
Congratulation for global release😁😁😁,5
Kenapa kena bug game ini?,5
Gameplay-nya bakal mirip kayak Monster Hunter nggak sih?,5
Gw belum main tapi kasih 🌟🌟🌟🌟🌟 semoga tidak mengecewakan,5
Bagus banget,5
AKU akan beri bintang 5.ya karena gerapik gameplay yang di sediakan nya bagus.dan jendre game juga wah gak bisa berkata kata lagi aku.trima kasih untuk developer nya yang sudah mebuat game ini pasti susah ya.ya iya,5
Baru mau download tapi saya lihat dari beberapa Chanel yt mantap grafiknya,5
Semoga dikasih bahasa indonya,5
Kasih bintang 5 dulu biar developer nya tambah semangat 💪👍,5
Bagus banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!¡!!!!!!!!!!!!!¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!¡!!!!!!!!!!!!!!!!!!¡!!!!!!!!!!!¡!¡!¡¡!!¡¡!¡¡¡¡!!!!!!!!!!!!!,5
Yg kasi bintang 1....terlihat banget bodoh nya... Gak bisa baca kamvret besok baru bisa masuk kamvret... Bodoh siul...,5
"Kasihan sama yang yang komen jelek, selain komen nya yang jelek otak nya juga jelek. Budayakan membaca dan mencari info terlebih dahulu sebelum melakukan sesuatu yang teman",5
Stuck 70% padahal pake WiFi Indihome download nya,1
Apakah hp saya bakal meledak?🗿,5
Kenapa saya kasih bintang tiga karena saya belum mencoba game nya karena saya sedang mendownload game nya kalau sudah nanti saya kasih bintang 5 🌟,3
"Bagi yang bilang jam 6 pagi , gw ralat emang jam 6 AM tapi itu UTC alias jam 13 di Indonesia WIB",5
Semangat trus untuk update nya di game yg baru rilis dan bsok pembukaan server nya dan supaya bsok saat pembukaan server tidak ada kendala saat bermain di game yg baru rilis ini. Dan supaya lancar jaya bermain game satu ini yg sdh rilis. Makasih met malam.,5
Semoga lancar besok amin,5
Semoga di hp ram 2/32 ga ngelag demi game ini aku hapus Mobile legend wkwkwkw,5
Mantap sih Auto Nyoba. kalau bagus gw masih bintang 10,5
Aku kurangin nanti kalau bagus,5
Aku player UO game sebelah izin migrasi ke sini,5
Blom apa2 udah 5gb terkuras,3
Udah ketauan kualitas otak yang ngasih bintang 1 pasti orang indo MALU2IN 😂,5
Udah download tinggal nunggu jam 6 besok g sabar...,5
Up dulu,5
Good,5
Moga hp kentang gw support.....ditunggu besok open servernya,5
"cuma mo bilang, open server besok jam 06.00am, jadi jgn asal kasih rate *1",5
"1.Dh di jelasin dari awal"" klo server di buka tanggal 6 jam6 pagi kenapa harus kasi rate 1 2.Download kebanyakan hampir 6GB, hp lu aja yang kentang gk sanggup masi download",5
Sampai Jumpa Di Jam 06:00 Pagi,5
"Masih nunggu update server -_-, Semoga grapich sebanding sama ukuran gamenya 😌😌😌😌",5
"Akhirnya ya ku tunggu"" tinggal nunggu besok /u buka servernya, untung ku pake hp dg chipset Snapdragon 865, ram 8/256 dan refresh rate nya 144hz, jadi Aku tidak terlalu khawatir jika grafiknya ku set rata kanan dan juga pake game turbo mode performance 😁😁😆",5
🌏,5
Game nya bagus banget 😊❤️❤️❤️,5
Gw mau download tapi takut nya donwload data,3
"Nih buat cil bocil, servernya blm di buka kalau sekarang, bsk baru buka tgl 6 , jangan langsung bintang 1 , hargai devnya dikira gampang buat game",5
Riliss jga akhirnya yg versi global :) Dah nyoba di cbt seru sih,5
moga hp ane kuat,5
👍👍👍👍,5
"hahahahaha, slalu ngakak liat komen dgame yg baru bs pre-download server belum buka, info server/spek min bs dliat diFB official/YT² kang review.. 😸😸",5
Durango versi bagos,5
Semoga main di Ram 3 Lancar,5
"Loading screen nya udah menarik, semoga gameplay-nya menarik juga 🎉🎉",5
Ga sabar nunggu bsok,5
Smga gamenya menarik,5
Semoga bisa memainkan Game ini di hp kentang saya... Aamiin... 🙏🙏🙏,5
Ram3 Helio p35 moga kuat...😹😹,5
Adik2 jgn asal kasih bintang..ni game bisa d main kn besok pagi jam 6 pagi ya adik2 wkwkkwk,5
Keren,5
Saya pencinta monster hunter dan game ini seperti itu tetapi lebih hd,5
Tunggu ya guys,5
Menunggu tgl 6,5
Menunggu server di buka menuggu,5
Bismillah semoga seru gamenya,5
Can't wait for playing this game,5
Game yang bakal rame di 2022,5
nice game lahhh👍👍👍👏👏👏,5
Good game semoga bisa menyaingi durango dahulu,5
can't wait this amazing game,5
Belum bisa di buka servernya gua tunggu ya sampe bisa,5
Semoga ram3 lancar.. Dan game ini menjadi yg terbaik.. Yg terpenting bisa jual beli.. Haha,5
Mudahan ini game terbaik selain undawn,5
"Grafiknya mantap banget!!!!! Berasa masuk ke dunianya, mantaplah ini game",5
Semoga Bisa mengisi waktu luang,5
Akhirnya Game Yang Kutunggu Ternyata Sudah Debut Gamenya. Maksudnya Rilis Nya,5
"gem ini pastinya ..,....... Keren abis .... 🥰🥰",5
Keren,5
Game open world yang semua orang bisa menikmati perjalanan tanpa terlalu fokus dengan persaingan,5
Ok,5
"besok kontl bukanya tanggal 6 jam 6 pagi, jadi jangan sembarang ngasih bintang 1",5
Waiting for all server open :),5
Semoga sesuai ekspetasi.... Ditunggu besok pagii,5
Ku tunggu infonya,5
Otw,5
Dari opening game nya mantap indah realistic gak tau gameplay nya seperti apa.,5
I love this games,5
ARBIAN,5
"aduh kekya saya gk bisa download nih game karna penyimpanan gk cukup awokaaaaa,rom 32GB cuma berisi ML ama dynasty origin,yang lain apk bawaan,sudahlah 2 minggu main paling gua hapus kalo ngedownload",5
Gak ada server nya ini pasti karna baru banget di keluarkan,5
semoga betah,5
Sedih kali hp saya g muat,5
"Tanggal 6 jam 05:00wib ya open servernya, yg bilang gak bisa masuk server karna ya blom dibuka servernya anjir",5
Mungkin teman2 ada yg tau gameplay nya,5
Gogogogog,5
Semoga tidak mengecewakan,5
"Semoga HP ku support, udah nunggu nih game, open world free explorer. Semoga lancar kaya. Buat pengembang semangat ya kembangin gamenya biar rame, hahaha",5
Mantap.. game hp kentang..wkwkw,5
grafis nya realistis,5
Please waiting 😁,5
Mantap ini game.semoga ditingkatkan lagi ya.,5
Ok am waiting to open sarver,5
No list server spawn,3
Tidak bisa masuk...udh ngabisin banyak data ternyata hasilnya zonk,1
"Tanggal 6 ya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, huh ok",5
Mantap nih,5
Game yang gua tunggu akhir nya keluar juga dan siap gas 😍 pokok nya semoga game nya berjalan lancar dan terimakasih untuk yang membuat game nya 🙏,5
"Gas keun, kenapa gagal download y?",5
Baru main nie game semoga lancar dan gak ada kendala saat login,5
Mantap yang di tunggu²,5
Semoga menarik,5
Download wifi gratis 😁,5
"HP KENTANG YG RAM NYA 2 SAMA 3 GB DAN SNAP DRAGON 625 MASIH AMAN TERNYATA ASAL DI SETTING LOW SEMUA , CUMA CEPET BIKIN HP PANAS ,. KITA LIAT NANTI TGL 6 JANUARI YA ,. SALAM BAKU MACUL",5
"Saya kasih bintang 5 dulu,kalau bagus saya tambahi",5
The fisrt.. 😅,5
